video_uid,clip_frames,query,template,is_NA,predicted_start,predicted_end,gt_start,gt_end
d79f9434-2456-4a01-bf72-d597a5668e86,"[16200, 30600]",Query Text:Where is the bookshelf?,Objects: Where is object X?,True,0,0,26054,26106
d79f9434-2456-4a01-bf72-d597a5668e86,"[16200, 30600]",Query Text:What color is the towel on the rack?,Objects: What X is Y?,True,0,0,26760,26802
d79f9434-2456-4a01-bf72-d597a5668e86,"[16200, 30600]",Query Text:In what location did I see the second hint bottled water?,Objects: In what location did I see object X ?,True,0,0,26764,26797
d79f9434-2456-4a01-bf72-d597a5668e86,"[16200, 30600]",Query Text:Where is the pack of Jenga game?,Objects: Where is object X?,False,27350,27471,30379,30485
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",where is the stood?,Objects: Where is object X?,True,0,0,24300,25440
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",what did i  apply on the cardboard?,Objects: What did I put in X?,False,24811,24811,24319,24660
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",What did i put in the mask?,Objects: What did I put in X?,False,34483,34601,24895,25920
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",In what location did I see the apron?,Objects: In what location did I see object X ?,True,0,0,25941,26128
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",In what location did I see the bin?,Objects: In what location did I see object X ?,True,0,0,29441,29504
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",What did i pick from the table?,Objects: What did I put in X?,False,30178,30178,30780,30900
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",where is the scissors before i pick it?,Objects: Where is object X before / after event Y?,False,29208,29313,31279,31399
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",where did i put the fabric?,Place: Where did I put X?,False,32094,32094,32140,32160
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",What did I put in the helmet?,Objects: What did I put in X?,False,24904,24976,24907,25230
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",Where was the knife before I picked it?,Objects: Where is object X before / after event Y?,False,29208,29313,27582,27660
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",Where did I put the knife?,Place: Where did I put X?,True,0,0,29334,29340
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",Where were the pieces of net before I picked them?,Objects: Where is object X before / after event Y?,True,0,0,29582,30240
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",Where did I put the glove?,Place: Where did I put X?,False,35083,35169,35118,35130
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",What did I put in the helmet?,Objects: What did I put in X?,False,24904,24976,36882,36900
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",Where was the fabric before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,38147,38370
18e84829-901a-414d-8a2b-d1d2b3244db7,"[24300, 38701]",Where did I put the piece of fabric?,Place: Where did I put X?,False,38310,38349,38286,38310
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",Where was the knife before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,11791,11850
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",Where did I put the piece of net?,Place: Where did I put X?,True,0,0,13237,13290
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",Who did I talk to in the workshop?,People: Who did I talk to in location X?,True,0,0,19109,19260
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",What color was the drum on the floor?,Objects: What X is Y?,True,0,0,19297,19350
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",Where was the rubber pad before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,21965,21990
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",Where was the glue before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,23638,24030
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",How many spray bottles were on the shelf?,Objects: How many X’s? (quantity question),True,0,0,23657,24000
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",What did I put in the helmet?,Objects: What did I put in X?,False,24904,24976,24920,25200
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",What did i put the mask fabric?,Objects: What did I put in X?,True,0,0,13230,13281
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",Where did i drop the  cutter?,Objects: What did I put in X?,True,0,0,13281,13288
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",Where is the jerrycan?,Objects: Where is object X?,True,0,0,14192,14627
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",IN what location did i see the apron?,Objects: In what location did I see object X ?,True,0,0,18780,19010
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",When did i interact with the lady?,People: When did I talk to or interact with person with role X?,True,0,0,19073,19259
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",In what location did i see the bin?,Objects: In what location did I see object X ?,True,0,0,19261,19355
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",Where is the scissors before i pick it?,Objects: Where is object X before / after event Y?,False,17014,17347,19468,19500
18e84829-901a-414d-8a2b-d1d2b3244db7,"[10800, 25202]",What did i put on the cardboard?,Objects: What did I put in X?,False,24811,24976,24317,24660
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",Where was the sculpture?,Objects: Where is object X?,True,0,0,43198,44458
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",Where was the box?,Objects: Where is object X?,True,0,0,45261,45327
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",In what location did I see the outdoor bed?,Objects: In what location did I see object X ?,True,0,0,45459,45537
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",Where was the spray bottle before I picked It?,Objects: Where is object X before / after event Y?,False,46295,46309,46246,46287
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",Where did I put the spray bottle?,Place: Where did I put X?,False,46309,46339,46300,46317
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",In what location did I see a ladder?,Objects: In what location did I see object X ?,True,0,0,53526,53547
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",In what location did i see the stool,Objects: In what location did I see object X ?,False,44124,44124,43715,44458
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",Where was mask before i drop it?,Objects: Where is object X before / after event Y?,False,43911,43940,44392,44458
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",where is my apron,Objects: Where is my object X?,True,0,0,44524,44543
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",In what location did i see the car,Objects: In what location did I see object X ?,False,44986,44986,44569,44698
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",when did i talk to the woman?,People: When did I talk to or interact with person with role X?,False,44650,48584,44612,44670
18e84829-901a-414d-8a2b-d1d2b3244db7,"[43198, 54001]",In what location did i see the shovel?,Objects: In what location did I see object X ?,True,0,0,45461,45606
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Where was the hook before I picked it up?,Objects: Where is object X before / after event Y?,True,0,0,46344,46389
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Where did I put the hook?,Place: Where did I put X?,True,0,0,46562,47017
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Where is the cat?,Objects: Where is object X?,True,0,0,51178,51351
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Who did I talk to when I was adjusting the wood?,People: Who did I interact with when I did activity X?,False,47934,47934,51644,52435
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Where is the brown bag?,Objects: Where is object X?,True,0,0,53085,53303
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Where is the drill?,Objects: Where is object X?,True,0,0,53088,53267
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Query Text:In what location did I see a laundry bag?,Objects: In what location did I see object X ?,True,0,0,46317,46434
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Query Text:How many desk chairs were in the room? ,Objects: How many X’s? (quantity question),True,0,0,46324,46474
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Query Text:In what location did I see a world map portrait? ,Objects: In what location did I see object X ?,True,0,0,47900,48249
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Query Text:Where is the waste bin?,Objects: Where is object X?,True,0,0,53234,53290
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Query Text:Where is the water bottle? ,Objects: Where is object X?,True,0,0,53294,53423
50a92d74-2f5e-4d55-b500-506d159d17a9,"[43200, 54003]",Query Text:Where is the scissors? ,Objects: Where is object X?,True,0,0,53910,53974
50a92d74-2f5e-4d55-b500-506d159d17a9,"[24299, 38700]",Query Text:Did I wash my hands ?,Objects: State of an object,True,0,0,30460,30570
50a92d74-2f5e-4d55-b500-506d159d17a9,"[24299, 38700]",Query Text:In what room did I see red shelf ?,Objects: In what location did I see object X ?,True,0,0,30690,30738
50a92d74-2f5e-4d55-b500-506d159d17a9,"[24299, 38700]",Query Text:Did I leave the bathroom door open?,Objects: State of an object,False,30956,31010,30395,30677
50a92d74-2f5e-4d55-b500-506d159d17a9,"[0, 14400]",Query Text:Did I switch off the bedroom light?,Objects: State of an object,True,0,0,0,56
50a92d74-2f5e-4d55-b500-506d159d17a9,"[0, 14400]",Query Text:What did I put in the refrigerator?,Objects: What did I put in X?,False,1863,1978,1822,1971
50a92d74-2f5e-4d55-b500-506d159d17a9,"[0, 14400]",Query Text:Did I leave the monitor screen on ?,Objects: State of an object,True,0,0,0,51
50a92d74-2f5e-4d55-b500-506d159d17a9,"[0, 14400]",Query Text:What did I put in fridge ?,Objects: What did I put in X?,False,1863,1978,1815,1965
50a92d74-2f5e-4d55-b500-506d159d17a9,"[0, 14400]",Query Text:Where did I put the big glass cup ?,Place: Where did I put X?,False,3277,3342,3237,3398
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where was the container before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,4143,4275
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where was  screwdriver before i picked it?,Objects: Where is object X before / after event Y?,False,7543,7621,7650,7680
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",What tool did I put in the drawer?,Objects: What X did I Y?,False,9469,9469,9357,9471
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where did i put screwdriver?,Place: Where did I put X?,False,9469,9469,9480,9510
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where was the torch before i picked it?,Objects: Where is object X before / after event Y?,True,0,0,10980,11070
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where did I put the searchlight?,Place: Where did I put X?,True,0,0,11399,11503
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where did i put the torch?,Place: Where did I put X?,False,11428,11428,11430,11520
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where did I put the phone?,Place: Where did I put X?,False,13428,13428,13293,13485
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where was generator cover protector before i picked it?,Objects: Where is object X before / after event Y?,True,0,0,13590,13620
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where was the rag before I picked it?,Objects: Where is object X before / after event Y?,False,16549,17071,15540,16526
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where is the fire extinguisher?,Objects: Where is object X?,True,0,0,15675,16032
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where was hose pipe before i picked it?,Objects: Where is object X before / after event Y?,False,15779,16003,15750,16050
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where is the green pliers?,Objects: Where is object X?,True,0,0,16029,17102
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where did I put the tank lid?,Place: Where did I put X?,False,10939,11973,16239,17102
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",How many nail guns were on the drawer?,Objects: How many X’s? (quantity question),True,0,0,3963,4070
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where was the can before I picked it up?,Objects: Where is object X before / after event Y?,True,0,0,4174,4302
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",In what drawer did I see the screwdrivers?,Objects: In what location did I see object X ?,False,7543,7621,7503,7658
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Did I remove the cloth inserted in the generator?,Objects: State of an object,False,17071,17087,13098,13225
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",What time was displayed on my phone screen?,Objects: What X is Y?,False,13309,13428,13280,13481
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where did I put the nail gun?,Place: Where did I put X?,False,15107,15439,15000,15086
a743a90e-f46c-4e55-a94d-a7f11c771207,"[2700, 17101]",Where was the long brush set?,Objects: Where is object X?,True,0,0,16564,17102
c8d88b2c-d6ed-4ef3-a7a1-e3b3dac0550f,"[43200, 50664]",Who did I talk to in the living room?,People: Who did I talk to in location X?,False,45596,48120,45641,45650
c8d88b2c-d6ed-4ef3-a7a1-e3b3dac0550f,"[43200, 50664]",Where is the the phone before I scrolled it?,Objects: Where is object X before / after event Y?,False,45655,45808,49149,49157
c8d88b2c-d6ed-4ef3-a7a1-e3b3dac0550f,"[43200, 50664]",Where did I put the phone,Place: Where did I put X?,False,49074,49643,49350,49525
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",How many onions was chopped?,Objects: How many X’s? (quantity question),False,6665,10899,6660,11010
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where was the knife before I picked it?,Objects: Where is object X before / after event Y?,False,7203,7230,7080,7200
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where was the frypan before I picked it?,Objects: Where is object X before / after event Y?,False,13347,13385,13230,13380
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",What did I put in the pan?,Objects: What did I put in X?,False,17343,19441,13410,14040
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where did I put the remaining onions?,Place: Where did I put X?,False,15450,15640,14910,15630
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where is my towel?,Objects: Where is my object X?,False,13271,13309,15510,15630
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where did I put the bottle of oil?,Place: Where did I put X?,False,15784,16022,15810,15990
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Did I turn on the kitchen hood?,Objects: State of an object,False,16022,16090,15990,16050
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where was the sponge?,Objects: Where is object X?,True,0,0,6324,6549
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",In what location did I see the cabbage?,Objects: In what location did I see object X ?,True,0,0,6591,7108
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where was the onion before I picked it?,Objects: Where is object X before / after event Y?,False,6605,6843,6591,6870
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",What tap did I open?,Objects: What X did I Y?,False,7145,7703,7600,7609
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where were the onions before I put them on the bowl?,Objects: Where is object X before / after event Y?,False,6605,7203,9203,9273
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",What did I put in the bowl?,Objects: What did I put in X?,False,9188,9211,10779,10909
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where did I put the onion?,Place: Where did I put X?,False,7203,7275,10936,10948
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",What color was the carton box I saw ?,Objects: What X is Y?,True,0,0,12601,12694
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Did I rinse the cooking pan?,Objects: State of an object,False,13419,13744,13195,13501
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where did I put the kettle?,Place: Where did I put X?,False,13347,13347,13208,13399
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",What color is the towel?,Objects: What X is Y?,True,0,0,13227,13300
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Where was the towel?,Objects: Where is object X?,False,13271,13309,13254,13288
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",What did I put in the cooking pan?,Objects: What did I put in X?,False,11001,11001,13841,14095
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",What did I put in the polythene paper?,Objects: What did I put in X?,False,15450,15608,15460,15516
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",What shape was the meat I put on the pan?,Objects: What X is Y?,False,17343,17359,17333,17446
3ee7070a-fe81-49a9-97a2-902268af9985,"[5400, 19800]",Did I leave the cooker on?,Objects: State of an object,False,14473,14680,19425,19800
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",Where did I fetch the water?,Place: Where did I put X?,False,45019,46167,44943,45721
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",How many chairs were around the container?,Objects: How many X’s? (quantity question),True,0,0,47406,47601
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",Where was the small jerrycan?,Objects: Where is object X?,True,0,0,49776,50106
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",Where were my keys?,Objects: Where is my object X?,False,52735,52779,52725,53161
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",Did I move the blue keg on the floor?,Objects: State of an object,True,0,0,43315,43410
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",What did I put in the black capped blue bottle?,Objects: What did I put in X?,False,45019,46167,44407,44647
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",Where was the fork before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,49047,49227
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",Where was the pillow before I took it?,Objects: Where is object X before / after event Y?,False,50212,50943,50113,50280
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",Where did I put the key?,Place: Where did I put X?,False,52735,52779,52763,52793
083b7556-9dff-40e2-9fad-bef3f82dbf37,"[43200, 53999]",Where was the blue gallon?,Objects: Where is object X?,True,0,0,52763,53999
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[10800, 25201]",Where was the red cup before walking towards the tractor?,Objects: Where is object X before / after event Y?,True,0,0,10956,10992
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[10800, 25201]",How many planks were on the floor?,Objects: How many X’s? (quantity question),True,0,0,12245,12327
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[10800, 25201]",In what location did I see the spirit level,,True,0,0,12508,13115
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[10800, 25201]",Where did I put the planks?,Objects: What did I put in X?,False,21674,22222,13242,14249
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[10800, 25201]",In what location did I see the drilling machine ,Objects: In what location did I see object X ?,True,0,0,16841,17039
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[10800, 25201]",what tool did I measure the plank with?,Objects: What X did I Y?,False,16753,17494,17277,17372
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[10800, 25201]",In what location did I see the hose?,Objects: In what location did I see object X ?,False,23142,23171,22632,23892
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[10800, 25201]",where was the iron rod before moving it?,Objects: Where is object X before / after event Y?,False,23967,24285,23956,24110
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",Where was the trowel before picking up the plank?,Objects: Where is object X before / after event Y?,True,0,0,32460,32551
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",How many planks did I place on the brick?,Objects: How many X’s? (quantity question),True,0,0,33518,34067
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",where was the shovel after picking the trowel?,Objects: Where is object X before / after event Y?,False,36107,36840,35459,35501
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",How many tools where in the bucket?  ,Objects: How many X’s? (quantity question),True,0,0,35907,36540
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]","Where was the drilling machine before hitting the plank?
",Objects: Where is object X before / after event Y?,True,0,0,37100,37159
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",What tool did I sharpen the pencils with?,Objects: What X did I Y?,False,39469,40333,39490,40299
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",Where did I put the brick?,Objects: What did I put in X?,False,34840,34913,43176,43292
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",In what location did I see the toolbox?,Objects: In what location did I see object X ?,True,0,0,46497,46528
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",where did I put  a piece of wood,Place: Where did I put X?,False,32646,32880,33518,33690
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",what did  I pick from the ground,Objects: What did I put in X?,False,46183,46215,34164,34230
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",Where did I put the concrete bricks?,Place: Where did I put X?,False,34688,34961,34620,35578
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",what did I pick from the wall,Objects: What did I put in X?,False,35144,35144,35048,35100
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",what did I pick from the container,Objects: What did I put in X?,True,0,0,35917,35940
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",where did I put the hammers,Place: Where did I put X?,False,46019,46730,36872,36900
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",What did I put on the block?,Objects: What did I put in X?,True,0,0,38728,39207
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",what did I sharpen with the utility knife,Objects: What did I put in X?,False,39469,40333,39510,40320
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",Where did I put the blue level first?,Place: Where did I put X?,False,46355,46616,42403,42544
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",How many blocks did I move?,Objects: How many X’s? (quantity question),False,34688,34961,43058,43368
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",Where last did I see the concrete mix?,Objects: Where is my object X?,True,0,0,45484,45727
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",Where did I put the measuring tape?,Place: Where did I put X?,False,46730,46730,45513,45572
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",Where was the hammer before I picked it?,Objects: Where is object X before / after event Y?,False,45843,45915,45816,46048
cd7c3bc6-24df-465c-9b63-a7961a7558de,"[32400, 46800]",What did I pick from the ground?,Objects: What did I put in X?,False,46177,46215,46107,46211
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",Who did I talk to in the reading room,People: Who did I talk to in location X?,False,8859,8859,5779,7199
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",In what room did I see the reading lamp,Objects: In what location did I see object X ?,False,5417,8522,7477,7853
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",How many water bottles did I see,Objects: How many X’s? (quantity question),True,0,0,9496,9719
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",Who did I interact with when I entered the garage,People: Who did I interact with when I did activity X?,False,9775,10087,9719,10094
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",Where was the l-square I moved,Objects: Where is object X?,False,13602,13945,13463,14145
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",Where did I put the bowl,Place: Where did I put X?,False,15873,15873,15851,16246
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",In what location did I see the spray bottle,Objects: In what location did I see object X ?,True,0,0,16247,16428
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",Where was the iron,Objects: Where is object X?,True,0,0,17347,17653
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",Who did I interact with at the apartment?,People: Who did I talk to in location X?,False,14640,14684,5753,7980
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",In what location did I see the laptop?,Objects: In what location did I see object X ?,False,8522,8522,8038,9205
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",Who did I talk to at the basement?,People: Who did I talk to in location X?,False,9775,10087,9776,10976
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",How many screwdrivers were hanged on the wall?,Objects: How many X’s? (quantity question),True,0,0,11907,12024
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",What wood did I lift?,Objects: What X did I Y?,False,12169,12727,12808,13299
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",What color was the car in the basement?,Objects: What X is Y?,True,0,0,14487,14927
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",Where was the pressing iron?,Objects: Where is object X?,True,0,0,17053,17678
fffbaeef-577f-45f0-baa9-f10cabf62dfb,"[5398, 19797]",In what location did I see the wooden frame?,Objects: In what location did I see object X ?,False,13124,13745,18155,19797
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",Where was the hose before I picked it?,Objects: Where is object X before / after event Y?,False,72198,72219,70448,70541
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",What table did I wipe?,Objects: What X did I Y?,False,70314,70346,71081,71946
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",Where was the bucket before I lifted it?,Objects: Where is object X before / after event Y?,False,72019,72043,71957,72025
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",What paint brush did I spray?,Objects: What X did I Y?,False,72459,72515,72452,72865
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",What tile did I scrub?,Objects: What X did I Y?,True,0,0,76104,79004
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",Where was the pink foam before I picked it?,Objects: Where is object X before / after event Y?,True,0,0,79782,79827
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",What tile did I wipe?,Objects: What X did I Y?,True,0,0,80395,80519
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",Where was the box before I carried it?,Objects: Where is object X before / after event Y?,False,81373,81423,81379,81396
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",What color was the wheelbarrow I saw?,Objects: What X is Y?,True,0,0,70437,70934
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",Did I leave the phone screen on?,Objects: State of an object,False,73299,73432,73283,73380
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",Where was the sponge before I picked it?,Objects: Where is object X before / after event Y?,False,70346,70398,75849,76080
7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"[70200, 84600]",In what location did I see the blue bucket?,Objects: In what location did I see object X ?,False,72019,72043,79328,79370
